Categoria,Titulo,Conteudo,Palavras Chave,URL
Rejeições NFE,Rejeição: 353 - Valor do ICMS no CST=51 não corresponde a diferença do ICMS operação e ICMS diferido. OK,"Detalhe do Erro
Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS (vICMS) for diferente da diferença entre o Valor do ICMS Diferido (vICMSDif) e o Valor do ICMS da Operação (vICMSOp), será retornado a rejeição

 

Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:

vICMSOp (ID: N16a)

vICMSDif (ID: N16c)

__________________________

vICMS (ID: N17)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Valor do ICMS da Operação igual a R$ 17.82 e o Valor do ICMS Diferido igual a R$ 5.94 e foi informado o Valor do ICMS igual a R$ 12.00. Sendo o valor correto da diferença do Valor do ICMS da Operação e o Valor do ICMS Diferido igual a R$ 11.88, a NF-e será rejeitada pelo motivo 353.

 

Dicas de Correção
Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vICMSOp (ID: N16a) = 17.82

vICMSDif (ID: N16c)  = 5.94

__________________________________

vICMS (ID: N17) = 11.88","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-353
Rejeições NFE,Rejeição: 354 - Informado grupo de devolução de tributos para NF-e que não tem finalidade de devolução de mercadoria.,"Detalhe do Erro

 

Quando for emitida uma NF-e (modelo 55) com a finalidade de emissão diferente de devolução (finNFe <> 4) e informado o grupo de devolução de tributos (Grupo: det/impostoDevol), haverá a rejeição pelo motivo 354.

 

Exceções e Observações

 

Para essa Regra de Validação não há exceções. O grupo de devolução de tributos só deve ser informado quando a finalidade de emissão da NF-e for igual a devolução (finNFe=4).

 

 

Dicas de Correção

 

Na aplicação validar se a NOP não esta como 'devolução' marcado sendo uma operação de venda normal, com CFOP de venda. Se estiver na NOP precisa desmarcar a opção de 'devolução' e recarregar a NOP no pedido.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-354
Rejeições NFE,Rejeição: 355 - Informar o local de saída do Pais no caso da exportação. - OK,"Detalhe do Erro
Quando for emitida uma NF-e (modelo 55) com a finalidade de emissão diferente de devolução (finNFe <> 4) e informado o grupo de devolução de tributos (Grupo: det/impostoDevol), haverá a rejeição pelo motivo 354.

 

Exceções e Observações
Para essa Regra de Validação não há exceções. O grupo de devolução de tributos só deve ser informado quando a finalidade de emissão da NF-e for igual a devolução (finNFe=4).

 

Dicas de Correção

 

Na aplicação em Vendas > pedidos, buscar pelo pedido relacionado a nota fiscal emitida e pegar a NOP que esta no pedido e validar se ela esta marcada como Exportação, caso não esteja precisa marcar na NOP e depois de salvar as alterações no pedido retirar e colocar a NOP e faturar novamente para que gere a linha no banco de dados.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-355
Rejeições NFE,Rejeição: 356 - Informar o local de saída do Pais somente no caso da exportação. - OK,"Detalhes do Erro

 

O erro se deve pelo motivo de que no pedido de venda o nome do País estar escrito errado ou como no caso como 'Sem País'.
Dicas de Correção

 

Na aplicação em Vendas > pedidos, buscar pelo pedido relacionado a nota fiscal emitida e validar no campo de endereço se o Pais esta preenchido correto com o nome, precisa estar com nome correto ex: Brasil.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-356
Rejeições NFE,Rejeição: 357 - Chave de Acesso do grupo de Exportação Indireta inexistente [nRef: xxx]. - OK,"Detalhes do Erro
Este retorno de rejeição irá ocorrer nos casos em que for informada uma chave de acesso que não existe no portal do estado do emissor da NF-e. A chave de acesso a ser validada é a chave que consta no grupo detExport/exportInd campo <chNFe> e que seja do modelo 55.

 

Podem ocorrer casos em que a nota a ser referenciada foi emitida em produção e a nota que está sendo emitida seja em homologação, a SEFAZ também irá retornar esta rejeição em função de que a mesma consulta o documento no mesmo portal de autorização da nota.

 

 

Dicas de Correção
No pedido no passo dois nos itens informar a chave. Especifico para Exportação Indireta: Chave de Acesso da NF-e recebida para exportação: Deverá ser informado a Chave de Acesso da NF-e recebida que efetivou a exportação; (NF-e recebida com fim específico de exportação em caso de Exportação Indireta);","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-357
Rejeições NFE,Rejeição: 358 - Chave de Acesso do grupo de Exportação Indireta cancelada ou denegada [nRef: xxx]. - OK,"Detalhes do Erro
Essa rejeição ocorre, quando você tenta emitir uma NF-e de exportação, e no grupo de Exportação Indireta é informada a chave de acesso de uma nota cancelada ou denegada

 

Dicas de Correção

 

No pedido de venda passo dois corrigir a informação da chave. Ela não pode estar cancelada ou denegada. Caso precise, é possível consultar a nota diretamente na SEFAZ pela chave de acesso.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-358
Rejeições NFE,Rejeição: 359 - NF-e de venda a Órgão Público sem informar a Nota de Empenho. - OK,"Detalhes do Erro
A Rejeição indica que ao emitir uma NF-e que possui o campo motDesICMS = 8, desoneração de ICMS motivada por venda a órgão público, devemos obrigatoriamente informar a nota de emprenho e a","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-359
Rejeições NFE,Rejeição: 360 - NF-e com Nota de Empenho inválida para a UF. - OK,"Detalhes do Erro
Ao realizar a emissão de uma NF-e (mod. 55), que contenha a discriminação de uma nota de empenho que não é válida para aquele estado, o órgão autorizador retorna a rejeição

 

      Localizando a informação

Utilizando o Gestão DF-e, acesse a opção [Consulta de NF-e Emitidas] e acione o botão [XML – Visualizar XML]. Procure pela tag xNEmp dentro do grupo compra

 

 

Dicas de Correção
Verificar junto a licitação do Órgão Público as informações necessárias para informar na Nota de Empenho.

 

      Referência: Manual de Orientação ao Contribuinte (versão 6.00) - páginas: 226 e 259","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-360
Rejeições NFE,Rejeição: 361 - NF-e com Nota de Empenho inexistente na UF. - OK,"Detalhes do Erro
 Esta rejeição ocorre nos casos em que for transmitida uma NF-e a órgão público com desoneração de ICMS motivada por venda a Órgão Público, <motDesICMS> igual a 8, e a nota de empenho referenciada no campo <xNEmp> do grupo compra não existir na UF que está sendo emitida a nota.

 

Dicas de Correção
Para resolver esse problema deverá referenciar notas de empenho que existam na UF de emissão com retorno de aprovada. Esta implementação é opcional para cada UF, devendo analisar se o seu estado emissor adere a esta regra ou não.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-361
Rejeições NFE,Rejeição: 362 - Venda de combustível sem informação do Transportador. - OK,"Detalhes do Erro
Quando for emitida uma NF-e com CFOP de Venda de Combustível e o Transportador não for identificado (CNPJ / CPF), será retornado a rejeição.

 

      Exceção a regra:

A regra de validação 362 se aplica somente para a NF-e com Finalidade de Emissão normal (finNFe = 1);
A regra de validação 362 se aplica somente para os Códigos de Produto ANP relacionados no Anexo XI.01 do MOC;
A regra de validação 362 não se aplica se for informada a UF do Transportador no exterior (transporta/UF = ”EX”).

 

      Exemplo hipotético:

Foi emitida uma NF-e de Venda de Combustível com o CFOP 5.656 e o Transportador não foi identificado. Nessa situação, a NF-e será rejeitada pelo motivo 362.

 

Dicas de Correção
Deve-se informar o CNPJ ou CPF do Transportador dentro do cadastro da transportadora, a fim de identificá-lo. Veja a seguir o exemplo corrigido:","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-362
Rejeições NFE,Rejeição: 364 - Total do valor da dedução do ISS difere do somatório dos itens. - OK,"Detalhes do Erro
Ao realizar a emissão de uma NF-e (mod. 55) ou NFC-e (mod. 65) com total da dedução do ISS (tag vDeducao) no grupo total diferente da soma do Valor da dedução (tag vDeducao) de cada item, o órgão autorizador retorna a rejeição.

 

      Localizando a informação

Utilizando o Gestão DF-e, acesse a opção [Consulta de NF-e Emitidas] ou [Consulta de NFC-e Emitidas] e acione o botão [XML – Visualizar XML]. Procure pela tag vDeducao dentro do grupo infNFe/total/ISSQNtot.

 

No exemplo abaixo, o valor da dedução do ISS (tag vDeducao) de cada item é R$ 0,99. O somatório dos valores está incorreto na tag vDeducao dentro dos grupos total/ISSQNtot: vDeducao item 1 + vDeducao item 2 + vDeducao item n = vDeducao (total).

 

 

Dicas de Correção
Corrigindo o conteúdo informado no campo vDeducao do grupo ISSQNtot em total. Certifique-se que a informação preenchida seja igual à soma dos valores da dedução do ISS de cada item.

 

No exemplo utilizado, foi corrigido o valor na tag vDeducao, segundo o cálculo: R$ 0,99 (vDeducao item 1) + R$ 0,99 (vDeducao item 2) = R$ 1,98 (vDeducao total).","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-364
Rejeições NFE,Rejeição: 365 - Total de outras retenções difere do somatório dos itens. - OK,"Detalhes do Erro
Ao realizar a emissão de uma NF-e (mod. 55) ou NFC-e (mod. 65) e o Total de Outras Retenções (tag vOutro no grupo total) estiver diferente da soma entre o Valor de Outras Retenções (tag vOutro) de cada item, o órgão autorizador retorna a rejeição.

 

      Localizando a informação

Utilizando o Gestão DF-e, acesse a opção [Consulta de NF-e Emitidas] ou [Consulta de NFC-e Emitidas] e acione o botão [XML – Visualizar XML]. Procure pela tag vOutro dentro dos grupos infNFe/total/ISSQNtot.

 

No exemplo abaixo, o valor de outras retenções (tag vOutro) de cada item é R$ 0,99. O somatório dos valores está incorreto na tag vOutro dentro dos grupos total/ISSQNtot: vOutro (item 1) + vOutro (item 2)+ vOutro (demais itens)= vOutro (total).

 

Dicas de Correção
Corrigindo o conteúdo informado no campo vOutro do grupo ISSQNtot em total. Certifique-se que a informação preenchida seja igual à soma dos valores de outras retenções de cada item.

 

No exemplo utilizado, foi corrigido o valor na tag vOutro, segundo o cálculo: 0,99 (vOutro item 1) + 0,99 (vOutro item 2) = 1,98 (vOutro total).","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-365
Rejeições NFE,Rejeição: 366 - Total do desconto incondicionado ISS difere do somatório dos itens. - OK,"Detalhes do Erro
Ao realizar a emissão de uma NF-e (mod. 55) ou NFC-e (mod. 65) com Total do Desconto Incondicionado ISS (tag vDescIncond) do grupo total diferente da soma do Valor do Desconto Incondicionado ISS (tag vDescIncond) de cada item, o órgão autorizador retorna a rejeição.

 

      Localizando a informação

Utilizando o Gestão DF-e, acesse a opção [Consulta de NF-e Emitidas] ou [Consulta de NFC-e Emitidas] e acione o botão [XML – Visualizar XML]. Procure pela tag vDescIncond dentro do grupo infNFe/total/ISSQNtot.

 

No exemplo abaixo, o valor do Desconto Incondicionado ISS (tag vDescIncond) de cada item é R$ 1,19. O somatório dos valores está incorreto na tag vDescIncond dentro do grupo total/ISSQNtot: vDescIncond item 1 + vDescIncond item 2 + vDescIncond item n = vDescIncond (total).

 

 

 

Dicas de Correção
Corrigindo o conteúdo informado no campo vDescIncond do grupo ISSQNtot em total. Certifique-se que a informação preenchida seja igual à soma dos valores do Desconto Incondicionado ISS de cada item.

 

No exemplo utilizado, foi corrigido o valor na tag vDescIncond, segundo o cálculo: R$ 1,19 (vDescIncond item 1) + R$ 1,19 (vDescIncond item 2) = R$ 2,38 (vDescIncond total).","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-366
